,Currency,Curve,Close Date,Forward Start Date,Forward Start Date Index,Maturity,Implied
26384,AUD,AUD_6M,12/11/1998,16/06/1999,2,7Y,0.057599255
26385,AUD,AUD_6M,12/11/1998,16/06/1999,2,10Y,0.058896709
26387,AUD,AUD_6M,12/11/1998,16/06/1999,2,30Y,0.060074476
26388,AUD,AUD_6M,13/11/1998,16/11/1998,0,3Y,0.050972398
26389,AUD,AUD_6M,13/11/1998,16/11/1998,0,5Y,0.053804581
26390,AUD,AUD_6M,13/11/1998,16/11/1998,0,7Y,0.055451354
26391,AUD,AUD_6M,13/11/1998,16/11/1998,0,10Y,0.056952786
26393,AUD,AUD_6M,13/11/1998,16/11/1998,0,30Y,0.058450049
26394,AUD,AUD_6M,13/11/1998,16/12/1998,1,3Y,0.051117601
26395,AUD,AUD_6M,13/11/1998,16/12/1998,1,5Y,0.053938609
26396,AUD,AUD_6M,13/11/1998,16/12/1998,1,7Y,0.055572141
26397,AUD,AUD_6M,13/11/1998,16/12/1998,1,10Y,0.057043345
26399,AUD,AUD_6M,13/11/1998,16/12/1998,1,30Y,0.058496179
26400,AUD,AUD_6M,13/11/1998,16/06/1999,2,3Y,0.052674202
26401,AUD,AUD_6M,13/11/1998,16/06/1999,2,5Y,0.055064603
26402,AUD,AUD_6M,13/11/1998,16/06/1999,2,7Y,0.056499704
26403,AUD,AUD_6M,13/11/1998,16/06/1999,2,10Y,0.057721
26405,AUD,AUD_6M,13/11/1998,16/06/1999,2,30Y,0.058821394
26406,AUD,AUD_6M,16/11/1998,17/11/1998,0,3Y,0.051171
26407,AUD,AUD_6M,16/11/1998,17/11/1998,0,5Y,0.054206095
26408,AUD,AUD_6M,16/11/1998,17/11/1998,0,7Y,0.055752088
26409,AUD,AUD_6M,16/11/1998,17/11/1998,0,10Y,0.057103449
26411,AUD,AUD_6M,16/11/1998,17/11/1998,0,30Y,0.058705692
26412,AUD,AUD_6M,16/11/1998,16/12/1998,1,3Y,0.05131185
26413,AUD,AUD_6M,16/11/1998,16/12/1998,1,5Y,0.054343654
26414,AUD,AUD_6M,16/11/1998,16/12/1998,1,7Y,0.055866813
26415,AUD,AUD_6M,16/11/1998,16/12/1998,1,10Y,0.057191327
26417,AUD,AUD_6M,16/11/1998,16/12/1998,1,30Y,0.058745626
26418,AUD,AUD_6M,16/11/1998,16/06/1999,2,3Y,0.052962297
26419,AUD,AUD_6M,16/11/1998,16/06/1999,2,5Y,0.055481698
26420,AUD,AUD_6M,16/11/1998,16/06/1999,2,7Y,0.056788342
26421,AUD,AUD_6M,16/11/1998,16/06/1999,2,10Y,0.057882673
26423,AUD,AUD_6M,16/11/1998,16/06/1999,2,30Y,0.059079926
26424,AUD,AUD_6M,17/11/1998,18/11/1998,0,3Y,0.05112571
26425,AUD,AUD_6M,17/11/1998,18/11/1998,0,5Y,0.054355951
26426,AUD,AUD_6M,17/11/1998,18/11/1998,0,7Y,0.056101981
26427,AUD,AUD_6M,17/11/1998,18/11/1998,0,10Y,0.057654081
26429,AUD,AUD_6M,17/11/1998,18/11/1998,0,30Y,0.059253397
26430,AUD,AUD_6M,17/11/1998,16/12/1998,1,3Y,0.051275511
26431,AUD,AUD_6M,17/11/1998,16/12/1998,1,5Y,0.054503717
26432,AUD,AUD_6M,17/11/1998,16/12/1998,1,7Y,0.056226176
26433,AUD,AUD_6M,17/11/1998,16/12/1998,1,10Y,0.057748066
26435,AUD,AUD_6M,17/11/1998,16/12/1998,1,30Y,0.059299044
26436,AUD,AUD_6M,17/11/1998,16/06/1999,2,3Y,0.053029226
26437,AUD,AUD_6M,17/11/1998,16/06/1999,2,5Y,0.055772455
26438,AUD,AUD_6M,17/11/1998,16/06/1999,2,7Y,0.057258066
26439,AUD,AUD_6M,17/11/1998,16/06/1999,2,10Y,0.05851535
26441,AUD,AUD_6M,17/11/1998,16/06/1999,2,30Y,0.059676012
26442,AUD,AUD_6M,18/11/1998,19/11/1998,0,3Y,0.050923205
26443,AUD,AUD_6M,18/11/1998,19/11/1998,0,5Y,0.054103676
26444,AUD,AUD_6M,18/11/1998,19/11/1998,0,7Y,0.056200264
26445,AUD,AUD_6M,18/11/1998,19/11/1998,0,10Y,0.05785274
26447,AUD,AUD_6M,18/11/1998,19/11/1998,0,30Y,0.059551786
26448,AUD,AUD_6M,18/11/1998,16/12/1998,1,3Y,0.051081359
26449,AUD,AUD_6M,18/11/1998,16/12/1998,1,5Y,0.054259746
26450,AUD,AUD_6M,18/11/1998,16/12/1998,1,7Y,0.056332071
26451,AUD,AUD_6M,18/11/1998,16/12/1998,1,10Y,0.057953164
26453,AUD,AUD_6M,18/11/1998,16/12/1998,1,30Y,0.059602066
26454,AUD,AUD_6M,18/11/1998,16/06/1999,2,3Y,0.052818266
26455,AUD,AUD_6M,18/11/1998,16/06/1999,2,5Y,0.055628102
26456,AUD,AUD_6M,18/11/1998,16/06/1999,2,7Y,0.057406157
26457,AUD,AUD_6M,18/11/1998,16/06/1999,2,10Y,0.058746797
26459,AUD,AUD_6M,18/11/1998,16/06/1999,2,30Y,0.059997969
26460,AUD,AUD_6M,19/11/1998,20/11/1998,0,3Y,0.049965834
26461,AUD,AUD_6M,19/11/1998,20/11/1998,0,5Y,0.053005057
26462,AUD,AUD_6M,19/11/1998,20/11/1998,0,7Y,0.055002838
26463,AUD,AUD_6M,19/11/1998,20/11/1998,0,10Y,0.056604751
26465,AUD,AUD_6M,19/11/1998,20/11/1998,0,30Y,0.058581757
26466,AUD,AUD_6M,19/11/1998,16/12/1998,1,3Y,0.05009124
26467,AUD,AUD_6M,19/11/1998,16/12/1998,1,5Y,0.053136437
26468,AUD,AUD_6M,19/11/1998,16/12/1998,1,7Y,0.055116781
26469,AUD,AUD_6M,19/11/1998,16/12/1998,1,10Y,0.056690109
26471,AUD,AUD_6M,19/11/1998,16/12/1998,1,30Y,0.058596245
26472,AUD,AUD_6M,19/11/1998,16/06/1999,2,3Y,0.051740703
26473,AUD,AUD_6M,19/11/1998,16/06/1999,2,5Y,0.054414118
26474,AUD,AUD_6M,19/11/1998,16/06/1999,2,7Y,0.056126238
26475,AUD,AUD_6M,19/11/1998,16/06/1999,2,10Y,0.057437074
26477,AUD,AUD_6M,19/11/1998,16/06/1999,2,30Y,0.058971228
26478,AUD,AUD_6M,20/11/1998,23/11/1998,0,3Y,0.051172584
26479,AUD,AUD_6M,20/11/1998,23/11/1998,0,5Y,0.054255238
26480,AUD,AUD_6M,20/11/1998,23/11/1998,0,7Y,0.055951866
26481,AUD,AUD_6M,20/11/1998,23/11/1998,0,10Y,0.057553176
26483,AUD,AUD_6M,20/11/1998,23/11/1998,0,30Y,0.059400118
26484,AUD,AUD_6M,20/11/1998,16/12/1998,1,3Y,0.05130133
26485,AUD,AUD_6M,20/11/1998,16/12/1998,1,5Y,0.054375428
26486,AUD,AUD_6M,20/11/1998,16/12/1998,1,7Y,0.056054152
26487,AUD,AUD_6M,20/11/1998,16/12/1998,1,10Y,0.057631904
26489,AUD,AUD_6M,20/11/1998,16/12/1998,1,30Y,0.059442262
26490,AUD,AUD_6M,20/11/1998,16/06/1999,2,3Y,0.052965885
26491,AUD,AUD_6M,20/11/1998,16/06/1999,2,5Y,0.055629977
26492,AUD,AUD_6M,20/11/1998,16/06/1999,2,7Y,0.057072928
26493,AUD,AUD_6M,20/11/1998,16/06/1999,2,10Y,0.058392205
26495,AUD,AUD_6M,20/11/1998,16/06/1999,2,30Y,0.059824688
26496,AUD,AUD_6M,23/11/1998,24/11/1998,0,3Y,0.051631
26497,AUD,AUD_6M,23/11/1998,24/11/1998,0,5Y,0.054655905
26498,AUD,AUD_6M,23/11/1998,24/11/1998,0,7Y,0.056201945
26499,AUD,AUD_6M,23/11/1998,24/11/1998,0,10Y,0.057603304
26501,AUD,AUD_6M,23/11/1998,24/11/1998,0,30Y,0.059455171
26502,AUD,AUD_6M,23/11/1998,16/12/1998,1,3Y,0.05175228
26503,AUD,AUD_6M,23/11/1998,16/12/1998,1,5Y,0.054768526
26504,AUD,AUD_6M,23/11/1998,16/12/1998,1,7Y,0.056294733
26505,AUD,AUD_6M,23/11/1998,16/12/1998,1,10Y,0.057675557
26507,AUD,AUD_6M,23/11/1998,16/12/1998,1,30Y,0.059489096
26508,AUD,AUD_6M,23/11/1998,16/06/1999,2,3Y,0.0535093
26509,AUD,AUD_6M,23/11/1998,16/06/1999,2,5Y,0.055999294
26510,AUD,AUD_6M,23/11/1998,16/06/1999,2,7Y,0.05728736
26511,AUD,AUD_6M,23/11/1998,16/06/1999,2,10Y,0.058421018
26513,AUD,AUD_6M,23/11/1998,16/06/1999,2,30Y,0.059866394
26514,AUD,AUD_6M,24/11/1998,25/11/1998,0,3Y,0.052045419
26515,AUD,AUD_6M,24/11/1998,25/11/1998,0,5Y,0.055055822
26516,AUD,AUD_6M,24/11/1998,25/11/1998,0,7Y,0.056801884
26517,AUD,AUD_6M,24/11/1998,25/11/1998,0,10Y,0.058254123
26519,AUD,AUD_6M,24/11/1998,25/11/1998,0,30Y,0.060103153
26520,AUD,AUD_6M,24/11/1998,16/12/1998,1,3Y,0.052171114
26521,AUD,AUD_6M,24/11/1998,16/12/1998,1,5Y,0.055171665
26522,AUD,AUD_6M,24/11/1998,16/12/1998,1,7Y,0.056899373
26523,AUD,AUD_6M,24/11/1998,16/12/1998,1,10Y,0.058328443
26525,AUD,AUD_6M,24/11/1998,16/12/1998,1,30Y,0.060140744
26526,AUD,AUD_6M,24/11/1998,16/06/1999,2,3Y,0.053921841
26527,AUD,AUD_6M,24/11/1998,16/06/1999,2,5Y,0.056462822
26528,AUD,AUD_6M,24/11/1998,16/06/1999,2,7Y,0.057914794
26529,AUD,AUD_6M,24/11/1998,16/06/1999,2,10Y,0.059105225
26531,AUD,AUD_6M,24/11/1998,16/06/1999,2,30Y,0.060531922
26532,AUD,AUD_6M,25/11/1998,26/11/1998,0,3Y,0.051432862
26533,AUD,AUD_6M,25/11/1998,26/11/1998,0,5Y,0.054353461
26534,AUD,AUD_6M,25/11/1998,26/11/1998,0,7Y,0.055850101
26535,AUD,AUD_6M,25/11/1998,26/11/1998,0,10Y,0.057302911
26537,AUD,AUD_6M,25/11/1998,26/11/1998,0,30Y,0.059151991
26538,AUD,AUD_6M,25/11/1998,16/12/1998,1,3Y,0.051546982
26539,AUD,AUD_6M,25/11/1998,16/12/1998,1,5Y,0.054452591
26540,AUD,AUD_6M,25/11/1998,16/12/1998,1,7Y,0.055928415
26541,AUD,AUD_6M,25/11/1998,16/12/1998,1,10Y,0.057367816
26543,AUD,AUD_6M,25/11/1998,16/12/1998,1,30Y,0.059184665
26544,AUD,AUD_6M,25/11/1998,16/06/1999,2,3Y,0.053228364
26545,AUD,AUD_6M,25/11/1998,16/06/1999,2,5Y,0.055632723
26546,AUD,AUD_6M,25/11/1998,16/06/1999,2,7Y,0.056890622
26547,AUD,AUD_6M,25/11/1998,16/06/1999,2,10Y,0.058104238
26549,AUD,AUD_6M,25/11/1998,16/06/1999,2,30Y,0.059547057
26550,AUD,AUD_6M,26/11/1998,27/11/1998,0,3Y,0.050976059
26551,AUD,AUD_6M,26/11/1998,27/11/1998,0,5Y,0.053655201
26552,AUD,AUD_6M,26/11/1998,27/11/1998,0,7Y,0.055252736
26553,AUD,AUD_6M,26/11/1998,27/11/1998,0,10Y,0.056854566
26555,AUD,AUD_6M,26/11/1998,27/11/1998,0,30Y,0.058681113
26556,AUD,AUD_6M,26/11/1998,16/12/1998,1,3Y,0.051065652
26557,AUD,AUD_6M,26/11/1998,16/12/1998,1,5Y,0.053739958
26558,AUD,AUD_6M,26/11/1998,16/12/1998,1,7Y,0.055323934
26559,AUD,AUD_6M,26/11/1998,16/12/1998,1,10Y,0.056912994
26561,AUD,AUD_6M,26/11/1998,16/12/1998,1,30Y,0.058680803
26562,AUD,AUD_6M,26/11/1998,16/06/1999,2,3Y,0.052611753
26563,AUD,AUD_6M,26/11/1998,16/06/1999,2,5Y,0.054908952
26564,AUD,AUD_6M,26/11/1998,16/06/1999,2,7Y,0.056297222
26565,AUD,AUD_6M,26/11/1998,16/06/1999,2,10Y,0.057651443
26567,AUD,AUD_6M,26/11/1998,16/06/1999,2,30Y,0.059036433
26568,AUD,AUD_6M,27/11/1998,30/11/1998,0,3Y,0.050421
26569,AUD,AUD_6M,27/11/1998,30/11/1998,0,5Y,0.053151232
26570,AUD,AUD_6M,27/11/1998,30/11/1998,0,7Y,0.054997152
26571,AUD,AUD_6M,27/11/1998,30/11/1998,0,10Y,0.056499598
26573,AUD,AUD_6M,27/11/1998,30/11/1998,0,30Y,0.058299311
26574,AUD,AUD_6M,27/11/1998,16/12/1998,1,3Y,0.05048917
26575,AUD,AUD_6M,27/11/1998,16/12/1998,1,5Y,0.053233353
26576,AUD,AUD_6M,27/11/1998,16/12/1998,1,7Y,0.055065137
26577,AUD,AUD_6M,27/11/1998,16/12/1998,1,10Y,0.056553596
26579,AUD,AUD_6M,27/11/1998,16/12/1998,1,30Y,0.058325597
26580,AUD,AUD_6M,27/11/1998,16/06/1999,2,3Y,0.051947345
26581,AUD,AUD_6M,27/11/1998,16/06/1999,2,5Y,0.054449174
26582,AUD,AUD_6M,27/11/1998,16/06/1999,2,7Y,0.056034353
26583,AUD,AUD_6M,27/11/1998,16/06/1999,2,10Y,0.057287094
26585,AUD,AUD_6M,27/11/1998,16/06/1999,2,30Y,0.058678055
26586,AUD,AUD_6M,30/11/1998,01/12/1998,0,3Y,0.050011
26587,AUD,AUD_6M,30/11/1998,01/12/1998,0,5Y,0.05260267
26588,AUD,AUD_6M,30/11/1998,01/12/1998,0,7Y,0.054149504
26589,AUD,AUD_6M,30/11/1998,01/12/1998,0,10Y,0.055601669
26591,AUD,AUD_6M,30/11/1998,01/12/1998,0,30Y,0.057401818
26592,AUD,AUD_6M,30/11/1998,16/12/1998,1,3Y,0.05005664
26593,AUD,AUD_6M,30/11/1998,16/12/1998,1,5Y,0.052663532
26594,AUD,AUD_6M,30/11/1998,16/12/1998,1,7Y,0.054201568
26595,AUD,AUD_6M,30/11/1998,16/12/1998,1,10Y,0.055643181
26597,AUD,AUD_6M,30/11/1998,16/12/1998,1,30Y,0.057421246
26598,AUD,AUD_6M,30/11/1998,16/06/1999,2,3Y,0.051409433
26599,AUD,AUD_6M,30/11/1998,16/06/1999,2,5Y,0.05375717
26600,AUD,AUD_6M,30/11/1998,16/06/1999,2,7Y,0.055094304
26601,AUD,AUD_6M,30/11/1998,16/06/1999,2,10Y,0.056325872
26603,AUD,AUD_6M,30/11/1998,16/06/1999,2,30Y,0.057740117
26604,AUD,AUD_6M,01/12/1998,02/12/1998,0,3Y,0.050511898
26605,AUD,AUD_6M,01/12/1998,02/12/1998,0,5Y,0.05315279
26606,AUD,AUD_6M,01/12/1998,02/12/1998,0,7Y,0.054649595
26607,AUD,AUD_6M,01/12/1998,02/12/1998,0,10Y,0.055951855
26609,AUD,AUD_6M,01/12/1998,02/12/1998,0,30Y,0.057750943
26610,AUD,AUD_6M,01/12/1998,16/12/1998,1,3Y,0.050570966
26611,AUD,AUD_6M,01/12/1998,16/12/1998,1,5Y,0.05320961
26612,AUD,AUD_6M,01/12/1998,16/12/1998,1,7Y,0.054698888
26613,AUD,AUD_6M,01/12/1998,16/12/1998,1,10Y,0.055990523
26615,AUD,AUD_6M,01/12/1998,16/12/1998,1,30Y,0.057770912
26616,AUD,AUD_6M,01/12/1998,16/06/1999,2,3Y,0.052075983
26617,AUD,AUD_6M,01/12/1998,16/06/1999,2,5Y,0.054294351
26618,AUD,AUD_6M,01/12/1998,16/06/1999,2,7Y,0.055565184
26619,AUD,AUD_6M,01/12/1998,16/06/1999,2,10Y,0.05665927
26621,AUD,AUD_6M,01/12/1998,16/06/1999,2,30Y,0.058086948
26622,AUD,AUD_6M,02/12/1998,03/12/1998,0,3Y,0.049004019
26623,AUD,AUD_6M,02/12/1998,03/12/1998,0,5Y,0.051753907
26624,AUD,AUD_6M,02/12/1998,03/12/1998,0,7Y,0.053000433
26625,AUD,AUD_6M,02/12/1998,03/12/1998,0,10Y,0.05420248
26627,AUD,AUD_6M,02/12/1998,03/12/1998,0,30Y,0.056019713
26628,AUD,AUD_6M,02/12/1998,16/12/1998,1,3Y,0.049072051
26629,AUD,AUD_6M,02/12/1998,16/12/1998,1,5Y,0.051810051
26630,AUD,AUD_6M,02/12/1998,16/12/1998,1,7Y,0.053042745
26631,AUD,AUD_6M,02/12/1998,16/12/1998,1,10Y,0.054239237
26633,AUD,AUD_6M,02/12/1998,16/12/1998,1,30Y,0.05602041
26634,AUD,AUD_6M,02/12/1998,16/06/1999,2,3Y,0.050560762
26635,AUD,AUD_6M,02/12/1998,16/06/1999,2,5Y,0.052785105
26636,AUD,AUD_6M,02/12/1998,16/06/1999,2,7Y,0.053837322
26637,AUD,AUD_6M,02/12/1998,16/06/1999,2,10Y,0.054855586
26639,AUD,AUD_6M,02/12/1998,16/06/1999,2,30Y,0.05629853
26640,AUD,AUD_6M,03/12/1998,04/12/1998,0,3Y,0.048743944
26641,AUD,AUD_6M,03/12/1998,04/12/1998,0,5Y,0.051353859
26642,AUD,AUD_6M,03/12/1998,04/12/1998,0,7Y,0.052650634
26643,AUD,AUD_6M,03/12/1998,04/12/1998,0,10Y,0.053952455
26645,AUD,AUD_6M,03/12/1998,04/12/1998,0,30Y,0.055770628
26646,AUD,AUD_6M,03/12/1998,16/12/1998,1,3Y,0.0488001
26647,AUD,AUD_6M,03/12/1998,16/12/1998,1,5Y,0.051403398
26648,AUD,AUD_6M,03/12/1998,16/12/1998,1,7Y,0.052689857
26649,AUD,AUD_6M,03/12/1998,16/12/1998,1,10Y,0.053985896
26651,AUD,AUD_6M,03/12/1998,16/12/1998,1,30Y,0.055768043
26652,AUD,AUD_6M,03/12/1998,16/06/1999,2,3Y,0.05018016
26653,AUD,AUD_6M,03/12/1998,16/06/1999,2,5Y,0.052368184
26654,AUD,AUD_6M,03/12/1998,16/06/1999,2,7Y,0.053486042
26655,AUD,AUD_6M,03/12/1998,16/06/1999,2,10Y,0.05460121
26657,AUD,AUD_6M,03/12/1998,16/06/1999,2,30Y,0.056042373
26658,AUD,AUD_6M,04/12/1998,07/12/1998,0,3Y,0.048091
26659,AUD,AUD_6M,04/12/1998,07/12/1998,0,5Y,0.051252309
26660,AUD,AUD_6M,04/12/1998,07/12/1998,0,7Y,0.052799504
26661,AUD,AUD_6M,04/12/1998,07/12/1998,0,10Y,0.054101464
26663,AUD,AUD_6M,04/12/1998,07/12/1998,0,30Y,0.055900472
26664,AUD,AUD_6M,04/12/1998,16/12/1998,1,3Y,0.048134692
26665,AUD,AUD_6M,04/12/1998,16/12/1998,1,5Y,0.051291209
26666,AUD,AUD_6M,04/12/1998,16/12/1998,1,7Y,0.052833522
26667,AUD,AUD_6M,04/12/1998,16/12/1998,1,10Y,0.054126974
26669,AUD,AUD_6M,04/12/1998,16/12/1998,1,30Y,0.055914135
26670,AUD,AUD_6M,04/12/1998,16/06/1999,2,3Y,0.049634544
26671,AUD,AUD_6M,04/12/1998,16/06/1999,2,5Y,0.052349833
26672,AUD,AUD_6M,04/12/1998,16/06/1999,2,7Y,0.053671218
26673,AUD,AUD_6M,04/12/1998,16/06/1999,2,10Y,0.05477031
26675,AUD,AUD_6M,04/12/1998,16/06/1999,2,30Y,0.056204886
26676,AUD,AUD_6M,07/12/1998,08/12/1998,0,3Y,0.049201
26677,AUD,AUD_6M,07/12/1998,08/12/1998,0,5Y,0.051952516
26678,AUD,AUD_6M,07/12/1998,08/12/1998,0,7Y,0.053449388
26679,AUD,AUD_6M,07/12/1998,08/12/1998,0,10Y,0.054751569
26681,AUD,AUD_6M,07/12/1998,08/12/1998,0,30Y,0.05655238
26682,AUD,AUD_6M,07/12/1998,16/12/1998,1,3Y,0.049237619
26683,AUD,AUD_6M,07/12/1998,16/12/1998,1,5Y,0.051990405
26684,AUD,AUD_6M,07/12/1998,16/12/1998,1,7Y,0.053481596
26685,AUD,AUD_6M,07/12/1998,16/12/1998,1,10Y,0.054773225
26687,AUD,AUD_6M,07/12/1998,16/12/1998,1,30Y,0.056563168
26688,AUD,AUD_6M,07/12/1998,16/06/1999,2,3Y,0.050706197
26689,AUD,AUD_6M,07/12/1998,16/06/1999,2,5Y,0.053032119
26690,AUD,AUD_6M,07/12/1998,16/06/1999,2,7Y,0.054302767
26691,AUD,AUD_6M,07/12/1998,16/06/1999,2,10Y,0.055383948
26693,AUD,AUD_6M,07/12/1998,16/06/1999,2,30Y,0.056857669
26694,AUD,AUD_6M,08/12/1998,09/12/1998,0,3Y,0.049251979
26695,AUD,AUD_6M,08/12/1998,09/12/1998,0,5Y,0.05180274
26696,AUD,AUD_6M,08/12/1998,09/12/1998,0,7Y,0.053249556
26697,AUD,AUD_6M,08/12/1998,09/12/1998,0,10Y,0.054501824
26699,AUD,AUD_6M,08/12/1998,09/12/1998,0,30Y,0.05630356
26700,AUD,AUD_6M,08/12/1998,16/12/1998,1,3Y,0.049285328
26701,AUD,AUD_6M,08/12/1998,16/12/1998,1,5Y,0.051834513
26702,AUD,AUD_6M,08/12/1998,16/12/1998,1,7Y,0.053276697
26703,AUD,AUD_6M,08/12/1998,16/12/1998,1,10Y,0.054523094
26705,AUD,AUD_6M,08/12/1998,16/12/1998,1,30Y,0.056312457
26706,AUD,AUD_6M,08/12/1998,16/06/1999,2,3Y,0.05062666
26707,AUD,AUD_6M,08/12/1998,16/06/1999,2,5Y,0.052821009
26708,AUD,AUD_6M,08/12/1998,16/06/1999,2,7Y,0.054069269
26709,AUD,AUD_6M,08/12/1998,16/06/1999,2,10Y,0.05513471
26711,AUD,AUD_6M,08/12/1998,16/06/1999,2,30Y,0.056587798
26712,AUD,AUD_6M,09/12/1998,10/12/1998,0,3Y,0.049103235
26713,AUD,AUD_6M,09/12/1998,10/12/1998,0,5Y,0.051553406
26714,AUD,AUD_6M,09/12/1998,10/12/1998,0,7Y,0.052950055
26715,AUD,AUD_6M,09/12/1998,10/12/1998,0,10Y,0.054252196
26717,AUD,AUD_6M,09/12/1998,10/12/1998,0,30Y,0.056091647
26718,AUD,AUD_6M,09/12/1998,16/12/1998,1,3Y,0.049126545
26719,AUD,AUD_6M,09/12/1998,16/12/1998,1,5Y,0.05158111
26720,AUD,AUD_6M,09/12/1998,16/12/1998,1,7Y,0.052968436
26721,AUD,AUD_6M,09/12/1998,16/12/1998,1,10Y,0.054269623
26723,AUD,AUD_6M,09/12/1998,16/12/1998,1,30Y,0.056059997
26724,AUD,AUD_6M,09/12/1998,16/06/1999,2,3Y,0.050174782
26725,AUD,AUD_6M,09/12/1998,16/06/1999,2,5Y,0.052533456
26726,AUD,AUD_6M,09/12/1998,16/06/1999,2,7Y,0.053736726
26727,AUD,AUD_6M,09/12/1998,16/06/1999,2,10Y,0.054863575
26729,AUD,AUD_6M,09/12/1998,16/06/1999,2,30Y,0.056323221
26730,AUD,AUD_6M,10/12/1998,11/12/1998,0,3Y,0.048643018
26731,AUD,AUD_6M,10/12/1998,11/12/1998,0,5Y,0.051153273
26732,AUD,AUD_6M,10/12/1998,11/12/1998,0,7Y,0.052300185
26733,AUD,AUD_6M,10/12/1998,11/12/1998,0,10Y,0.053452091
26735,AUD,AUD_6M,10/12/1998,11/12/1998,0,30Y,0.05529318
26736,AUD,AUD_6M,10/12/1998,16/12/1998,1,3Y,0.04866418
26737,AUD,AUD_6M,10/12/1998,16/12/1998,1,5Y,0.051173222
26738,AUD,AUD_6M,10/12/1998,16/12/1998,1,7Y,0.052314196
26739,AUD,AUD_6M,10/12/1998,16/12/1998,1,10Y,0.053464823
26741,AUD,AUD_6M,10/12/1998,16/12/1998,1,30Y,0.05525741
26742,AUD,AUD_6M,10/12/1998,16/06/1999,2,3Y,0.049868531
26743,AUD,AUD_6M,10/12/1998,16/06/1999,2,5Y,0.052038781
26744,AUD,AUD_6M,10/12/1998,16/06/1999,2,7Y,0.053023719
26745,AUD,AUD_6M,10/12/1998,16/06/1999,2,10Y,0.054008168
26747,AUD,AUD_6M,10/12/1998,16/06/1999,2,30Y,0.055498221
26748,AUD,AUD_6M,11/12/1998,14/12/1998,0,3Y,0.048740999
26749,AUD,AUD_6M,11/12/1998,14/12/1998,0,5Y,0.051352278
26750,AUD,AUD_6M,11/12/1998,14/12/1998,0,7Y,0.052549434
26751,AUD,AUD_6M,11/12/1998,14/12/1998,0,10Y,0.053601461
26753,AUD,AUD_6M,11/12/1998,14/12/1998,0,30Y,0.055402908
26754,AUD,AUD_6M,11/12/1998,16/12/1998,1,3Y,0.048754394
26755,AUD,AUD_6M,11/12/1998,16/12/1998,1,5Y,0.051358612
26756,AUD,AUD_6M,11/12/1998,16/12/1998,1,7Y,0.052556189
26757,AUD,AUD_6M,11/12/1998,16/12/1998,1,10Y,0.053606151
26759,AUD,AUD_6M,11/12/1998,16/12/1998,1,30Y,0.055403501
26760,AUD,AUD_6M,11/12/1998,16/06/1999,2,3Y,0.050037203
26761,AUD,AUD_6M,11/12/1998,16/06/1999,2,5Y,0.052266777
26762,AUD,AUD_6M,11/12/1998,16/06/1999,2,7Y,0.053274078
26763,AUD,AUD_6M,11/12/1998,16/06/1999,2,10Y,0.054156595
26765,AUD,AUD_6M,11/12/1998,16/06/1999,2,30Y,0.055650762
26766,AUD,AUD_6M,14/12/1998,15/12/1998,0,3Y,0.049001
26767,AUD,AUD_6M,14/12/1998,15/12/1998,0,5Y,0.051652504
26768,AUD,AUD_6M,14/12/1998,15/12/1998,0,7Y,0.053099379
26769,AUD,AUD_6M,14/12/1998,15/12/1998,0,10Y,0.054201607
26771,AUD,AUD_6M,14/12/1998,15/12/1998,0,30Y,0.056002386
26772,AUD,AUD_6M,14/12/1998,16/12/1998,1,3Y,0.049002517
26773,AUD,AUD_6M,14/12/1998,16/12/1998,1,5Y,0.051657415
26774,AUD,AUD_6M,14/12/1998,16/12/1998,1,7Y,0.053103459
26775,AUD,AUD_6M,14/12/1998,16/12/1998,1,10Y,0.05420476
26777,AUD,AUD_6M,14/12/1998,16/12/1998,1,30Y,0.056002405
26778,AUD,AUD_6M,14/12/1998,16/06/1999,2,3Y,0.050324185
26779,AUD,AUD_6M,14/12/1998,16/06/1999,2,5Y,0.05263815
26780,AUD,AUD_6M,14/12/1998,16/06/1999,2,7Y,0.053873904
26781,AUD,AUD_6M,14/12/1998,16/06/1999,2,10Y,0.054787034
26783,AUD,AUD_6M,14/12/1998,16/06/1999,2,30Y,0.056269628
26784,AUD,AUD_6M,15/12/1998,16/12/1998,0,3Y,0.048692217
26785,AUD,AUD_6M,15/12/1998,16/12/1998,0,5Y,0.051202858
26786,AUD,AUD_6M,15/12/1998,16/12/1998,0,7Y,0.052549645
26787,AUD,AUD_6M,15/12/1998,16/12/1998,0,10Y,0.053601852
26789,AUD,AUD_6M,15/12/1998,16/12/1998,0,30Y,0.055401583
26790,AUD,AUD_6M,15/12/1998,16/12/1998,0,3Y,0.048692217
26791,AUD,AUD_6M,15/12/1998,16/12/1998,0,5Y,0.051202858
26792,AUD,AUD_6M,15/12/1998,16/12/1998,0,7Y,0.052549645
26793,AUD,AUD_6M,15/12/1998,16/12/1998,0,10Y,0.053601852
26795,AUD,AUD_6M,15/12/1998,16/12/1998,0,30Y,0.055401583
26796,AUD,AUD_6M,15/12/1998,16/06/1999,2,3Y,0.049853874
26797,AUD,AUD_6M,15/12/1998,16/06/1999,2,5Y,0.052078558
26798,AUD,AUD_6M,15/12/1998,16/06/1999,2,7Y,0.053238683
26799,AUD,AUD_6M,15/12/1998,16/06/1999,2,10Y,0.054127219
26801,AUD,AUD_6M,15/12/1998,16/06/1999,2,30Y,0.0556346
26802,AUD,AUD_6M,16/12/1998,17/12/1998,0,3Y,0.049003689
